major_id,major,prospec,Description,Matematika,Sains,Fisika,Sosiologi,Biologi,Kimia,Teknologi,Bisnis dan Ekonomi,Seni,Sastra dan Linguistik,Pendidikan,Hukum,Lingkungan,Kesehatan,Geografi,Komunikasi,Sejarah dan Filsafat,Hukum,highest
4,PSIKOLOGI,Konselor,"Konselor adalah seorang profesional yang memiliki pengetahuan dan keterampilan dalam memberikan bimbingan dan dukungan kepada individu atau kelompok dalam mengatasi masalah pribadi, sosial, emosional, atau karier. Mereka membantu klien untuk mengidentifikasi masalah, mengeksplorasi solusi, dan mengembangkan strategi untuk mencapai tujuan mereka. Prospek kerja bagi konselor sangat baik, terutama dengan meningkatnya kesadaran akan pentingnya kesehatan mental dan kesejahteraan emosional. Konselor dapat bekerja di berbagai setting, seperti sekolah, rumah sakit, klinik, lembaga pemerintah, atau praktik swasta.",0.3,0.4,0.1,0.3,0.3,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.3,0.8,0.1,0.3,0.3,0.2,14
4,PSIKOLOGI,Peneliti psikologi,"Sebagai seorang peneliti psikologi, Anda akan memiliki prospek karir yang sangat menjanjikan. Anda akan dapat bekerja di berbagai bidang seperti pendidikan, kesehatan, bisnis, teknologi, dan pemerintahan. Anda akan bertanggung jawab untuk melakukan penelitian, menganalisis data, dan menyusun laporan untuk membantu memahami perilaku manusia dan memberikan solusi untuk masalah psikologis. Dengan perkembangan teknologi dan pengetahuan yang terus berkembang, permintaan akan peneliti psikologi di berbagai industri juga semakin meningkat.",0.3,0.4,0.1,0.3,0.3,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.3,0.8,0.1,0.3,0.3,0.2,14
5,ILMU HUKUM,Pengacara,"Pengacara adalah individu yang memiliki pengetahuan dan keahlian dalam bidang hukum untuk memberikan nasihat hukum kepada klien, mewakili klien di pengadilan, dan menangani berbagai masalah hukum. Prospek kerja bagi seorang pengacara sangat baik karena permintaan akan jasa hukum terus meningkat, baik dari individu maupun perusahaan. Pengacara juga memiliki potensi untuk mendapatkan penghasilan yang tinggi dan memiliki peluang untuk berkembang karir di berbagai bidang hukum.",0.1,0.1,0.1,0.4,0.1,0.1,0.1,0.2,0.1,0.2,0.1,0.9,0.1,0.1,0.1,0.4,0.1,0.9,12
5,ILMU HUKUM,Hakim,"Sebagai seorang hakim, prospek kerja adalah memiliki karir yang stabil dan terhormat di bidang hukum. Seorang hakim bertanggung jawab untuk memutuskan kasus-kasus hukum berdasarkan hukum yang berlaku. Mereka bekerja di pengadilan dan memiliki otoritas untuk memberikan keputusan yang adil dan berdasarkan bukti yang ada. Sebagai seorang hakim, seseorang dapat mengharapkan gaji yang tinggi, penghargaan dari masyarakat, serta kesempatan untuk mempengaruhi keadilan dan keputusan hukum yang diberikan.",0.1,0.1,0.1,0.4,0.1,0.1,0.1,0.2,0.1,0.2,0.1,0.9,0.1,0.1,0.1,0.4,0.1,0.9,12
5,ILMU HUKUM,Notaris,"Notaris adalah profesi yang bertanggung jawab dalam membuat dan memvalidasi dokumen-dokumen hukum seperti akta jual beli, akta perjanjian, dan akta waris. Prospek kerja untuk notaris sangat baik karena kebutuhan akan jasa notaris selalu tinggi dalam masyarakat untuk memastikan keabsahan dan keamanan dokumen hukum. Selain itu, notaris juga memiliki potensi untuk berkembang menjadi konsultan hukum atau pengacara.",0.1,0.1,0.1,0.4,0.1,0.1,0.1,0.2,0.1,0.2,0.1,0.9,0.1,0.1,0.1,0.4,0.1,0.9,12
6,FARMASI,Apoteker,"Apoteker adalah profesi yang bertanggung jawab untuk menyediakan informasi, konseling, dan obat-obatan yang aman dan efektif kepada pasien. Mereka juga bekerja dalam industri farmasi untuk mengembangkan dan menguji obat-obatan baru. Prospek kerja apoteker sangat baik karena permintaan akan layanan kesehatan terus meningkat, dan apoteker memiliki peran penting dalam sistem perawatan kesehatan. Selain itu, dengan perkembangan teknologi dan penelitian obat-obatan yang terus berkembang, apoteker juga memiliki peluang untuk terus belajar dan mengembangkan keterampilan mereka.",0.4,0.7,0.3,0.2,0.5,0.5,0.1,0.2,0.1,0.1,0.1,0.1,0.2,0.8,0.1,0.1,0.1,0.1,14
6,FARMASI,Farmasis klinis,"Farmasis klinis adalah bidang farmasi yang fokus pada pelayanan kesehatan pasien di rumah sakit atau fasilitas kesehatan lainnya. Seorang farmasis klinis bekerja sama dengan tim medis untuk memastikan penggunaan obat yang aman dan efektif bagi pasien. Prospek kerja farmasis klinis sangat baik, karena permintaan akan farmasis yang terlatih dalam memberikan pelayanan farmasi klinis semakin meningkat di berbagai fasilitas kesehatan. Farmasis klinis juga memiliki peluang untuk berkembang karir ke posisi manajemen atau spesialisasi dalam bidang tertentu seperti onkologi atau farmakoterapi.",0.4,0.7,0.3,0.2,0.5,0.5,0.1,0.2,0.1,0.1,0.1,0.1,0.2,0.8,0.1,0.1,0.1,0.1,14
6,FARMASI,Peneliti farmasi,"Peneliti farmasi adalah individu yang bertanggung jawab untuk melakukan penelitian dan pengembangan dalam bidang farmasi. Mereka melakukan studi ilmiah untuk mengembangkan obat-obatan baru, memperbaiki formulasi obat yang sudah ada, atau mengidentifikasi bahan-bahan alami yang dapat digunakan sebagai obat. Prospek kerja bagi peneliti farmasi sangat menjanjikan karena permintaan akan obat-obatan yang inovatif terus meningkat, serta kebutuhan akan penelitian ilmiah yang berkualitas tinggi di industri farmasi. Peneliti farmasi juga dapat bekerja di lembaga penelitian, rumah sakit, perusahaan farmasi, atau institusi pendidikan.",0.4,0.7,0.3,0.2,0.5,0.5,0.1,0.2,0.1,0.1,0.1,0.1,0.2,0.8,0.1,0.1,0.1,0.1,14
7,TEKNIK INFORMATIKA,Web Developer,"Sebagai seorang Web Developer, Anda akan bertanggung jawab untuk merancang, mengembangkan, dan memelihara situs web dan aplikasi web. Prospek karir sebagai Web Developer sangat cerah saat ini karena permintaan akan tenaga ahli dalam bidang teknologi informasi terus meningkat. Dengan keterampilan yang tepat dalam pemrograman dan desain web, Anda dapat bekerja di berbagai industri dan memiliki peluang untuk bekerja sebagai freelancer atau mendirikan perusahaan pengembangan web Anda sendiri.",0.8,0.3,0.2,0.1,0.1,0.1,0.9,0.3,0.1,0.1,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,7
7,TEKNIK INFORMATIKA,Data Analyst,"Data Analyst adalah seorang profesional yang bertanggung jawab untuk mengumpulkan, mengelola, menganalisis, dan menginterpretasikan data untuk membantu organisasi dalam mengambil keputusan yang didasarkan pada fakta dan informasi yang tepat. Prospek kerja Data Analyst sangat baik karena semakin banyaknya perusahaan yang memahami pentingnya data untuk meningkatkan efisiensi dan efektivitas operasional mereka. Selain itu, perkembangan teknologi digital juga semakin memperbesar permintaan akan Data Analyst yang kompeten dan terampil.",0.8,0.3,0.2,0.1,0.1,0.1,0.9,0.3,0.1,0.1,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,7
7,TEKNIK INFORMATIKA,IT Security Specialist,"IT Security Specialist adalah seorang profesional yang bertanggung jawab untuk melindungi sistem informasi dan data perusahaan dari serangan cyber. Mereka merancang dan mengimplementasikan strategi keamanan, menganalisis kerentanan sistem, dan merespon terhadap insiden keamanan. Prospek kerja bagi IT Security Specialist sangat baik karena semakin banyak perusahaan yang menyadari pentingnya keamanan informasi dan perlindungan data. Permintaan akan tenaga ahli keamanan informasi diperkirakan akan terus meningkat seiring dengan berkembangnya teknologi dan ancaman keamanan yang semakin kompleks.",0.8,0.3,0.2,0.1,0.1,0.1,0.9,0.3,0.1,0.1,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,7
8,KEDOKTERAN,Dokter,"Dokter adalah profesi yang bertanggung jawab untuk diagnosis, pengobatan, dan perawatan pasien yang mengalami berbagai macam masalah kesehatan. Prospek kerja dokter sangat baik karena permintaan akan layanan kesehatan yang terus meningkat, selain itu dokter juga merupakan profesi yang dihormati dan dianggap penting dalam masyarakat. Dokter memiliki peluang karir yang luas, mulai dari praktek mandiri, bekerja di rumah sakit, klinik, hingga lembaga kesehatan lainnya. Dokter juga memiliki kemungkinan untuk mengkhususkan diri dalam berbagai bidang seperti bedah, jantung, anak, dan lain-lain.",0.2,0.7,0.1,0.1,0.5,0.4,0.2,0.2,0.1,0.1,0.1,0.2,0.1,0.9,0.1,0.2,0.1,0.2,14
8,KEDOKTERAN,Perawat,"Perawat adalah profesi yang bertanggung jawab untuk memberikan perawatan dan pengobatan kepada pasien, bekerja di rumah sakit, klinik, pusat kesehatan, atau di tempat-tempat lain. Prospek kerja perawat sangat baik, karena permintaan akan perawat terus meningkat seiring dengan pertumbuhan penduduk dan perkembangan teknologi medis. Perawat juga memiliki berbagai pilihan karir yang luas, mulai dari perawat umum, perawat spesialis, hingga manajer perawatan. Karir ini menjanjikan kesempatan untuk berkembang dan memberikan pengaruh positif dalam dunia kesehatan.",0.2,0.7,0.1,0.1,0.5,0.4,0.2,0.2,0.1,0.1,0.1,0.2,0.1,0.9,0.1,0.2,0.1,0.2,14
8,KEDOKTERAN,Apoteker,"Apoteker adalah profesi yang bertanggung jawab untuk menyediakan informasi, konseling, dan obat-obatan yang aman dan efektif kepada pasien. Mereka juga bekerja dalam industri farmasi untuk mengembangkan dan menguji obat-obatan baru. Prospek kerja apoteker sangat baik karena permintaan akan layanan kesehatan terus meningkat, dan apoteker memiliki peran penting dalam sistem perawatan kesehatan. Selain itu, dengan perkembangan teknologi dan penelitian obat-obatan yang terus berkembang, apoteker juga memiliki peluang untuk terus belajar dan mengembangkan keterampilan mereka.",0.2,0.7,0.1,0.1,0.5,0.4,0.2,0.2,0.1,0.1,0.1,0.2,0.1,0.9,0.1,0.2,0.1,0.2,14
9,TEKNIK SIPIL,Engineer,"Seorang insinyur memiliki prospek kerja yang cerah karena mereka memiliki keterampilan teknis yang sangat diperlukan di berbagai industri, seperti konstruksi, manufaktur, teknologi, energi, dan lainnya. Mereka bertanggung jawab untuk merancang, mengembangkan, dan memelihara berbagai sistem dan infrastruktur yang vital bagi kemajuan masyarakat. Selain itu, dengan kemajuan teknologi yang terus berkembang, permintaan untuk insinyur yang terampil dan inovatif terus meningkat, sehingga membuka peluang karir yang luas di masa depan.",0.5,0.4,0.8,0.1,0.1,0.1,0.4,0.3,0.3,0,0.1,0.3,0.3,0.1,0.4,0.2,0.1,0.3,3
9,TEKNIK SIPIL,Project Manager,"Seorang Project Manager adalah individu yang bertanggung jawab untuk merencanakan, mengelola, dan mengawasi proyek dari awal hingga selesai. Mereka bekerja dengan tim proyek untuk memastikan proyek selesai tepat waktu, dalam anggaran, dan memenuhi persyaratan kualitas yang ditetapkan. Project Manager juga bertanggung jawab untuk menyusun laporan kemajuan proyek kepada pemangku kepentingan dan mengidentifikasi risiko potensial yang dapat mempengaruhi kesuksesan proyek. Dengan begitu, prospek kerja Project Manager sangat menjanjikan karena banyak perusahaan membutuhkan profesional yang mampu mengelola proyek dengan efisien dan efektif.",0.5,0.4,0.8,0.1,0.1,0.1,0.4,0.3,0.3,0,0.1,0.3,0.3,0.1,0.4,0.2,0.1,0.3,3
9,TEKNIK SIPIL,Construction Manager,"Construction Manager adalah seorang profesional yang bertanggung jawab untuk mengelola, mengatur, dan mengawasi proyek konstruksi dari awal hingga selesai. Mereka memastikan bahwa proyek tersebut berjalan sesuai dengan jadwal, anggaran, dan standar kualitas yang ditetapkan. Prospek kerja bagi Construction Manager cukup baik karena permintaan akan pembangunan infrastruktur dan properti terus meningkat. Mereka memiliki peluang untuk bekerja di berbagai proyek konstruksi mulai dari pembangunan rumah, gedung perkantoran, hingga proyek infrastruktur besar seperti jalan tol dan bandara. Selain itu, Construction Manager juga memiliki potensi untuk mengejar karir yang lebih tinggi dalam manajemen proyek konstruksi.",0.5,0.4,0.8,0.1,0.1,0.1,0.4,0.3,0.3,0,0.1,0.3,0.3,0.1,0.4,0.2,0.1,0.3,3
10,SISTEM INFORMASI,System Analyst,"System Analyst adalah seorang profesional yang bertanggung jawab untuk menganalisis, merancang, dan mengelola sistem teknologi informasi dalam sebuah organisasi. Mereka harus memiliki pemahaman yang kuat tentang teknologi informasi serta kemampuan untuk memahami kebutuhan bisnis organisasi. Prospek kerja System Analyst sangat baik, karena setiap organisasi memerlukan ahli teknologi informasi untuk membantu mereka meningkatkan efisiensi operasional dan mencapai tujuan bisnis mereka. Pekerjaan ini memberikan peluang karir yang luas dan beragam di berbagai industri.",0.5,0.3,0.2,0.1,0.1,0.1,0.9,0.5,0.2,0.1,0.2,0.3,0.1,0.1,0.1,0.3,0.1,0.3,7
10,SISTEM INFORMASI,Database Administrator,"Database Administrator adalah seorang profesional yang bertanggung jawab untuk mengelola, merancang, menerapkan, dan memelihara sistem database suatu perusahaan. Mereka bertanggung jawab untuk memastikan basis data perusahaan berjalan lancar, aman, dan dapat diakses dengan efisien. Prospek karir Database Administrator cukup baik karena setiap perusahaan membutuhkan sistem basis data yang handal untuk menyimpan dan mengelola informasi penting mereka. Selain itu, perkembangan teknologi informasi yang pesat juga membuat permintaan akan Database Administrator semakin tinggi.",0.5,0.3,0.2,0.1,0.1,0.1,0.9,0.5,0.2,0.1,0.2,0.3,0.1,0.1,0.1,0.3,0.1,0.3,7
10,SISTEM INFORMASI,IT Project Manager,"IT project manager adalah seorang profesional yang bertanggung jawab memimpin dan mengelola proyek TI dari awal hingga akhir. Mereka harus memiliki pengetahuan yang luas tentang teknologi informasi serta keterampilan dalam manajemen proyek. Prospek karir IT project manager cukup menjanjikan karena permintaan akan mereka terus meningkat seiring dengan perkembangan teknologi informasi yang pesat. Mereka biasanya bekerja di perusahaan IT, perusahaan teknologi, atau perusahaan lain yang membutuhkan pengembangan proyek TI. Tantangannya adalah mengelola waktu, sumber daya, dan anggaran proyek untuk memastikan proyek selesai tepat waktu dan sesuai dengan tujuan yang telah ditetapkan. Karir sebagai IT project manager juga dapat membuka peluang untuk berkembang ke posisi manajerial yang lebih tinggi di masa depan.",0.5,0.3,0.2,0.1,0.1,0.1,0.9,0.5,0.2,0.1,0.2,0.3,0.1,0.1,0.1,0.3,0.1,0.3,7
11,TEKNIK INDUSTRI,Engineer,"Seorang insinyur memiliki prospek kerja yang cerah karena mereka memiliki keterampilan teknis yang sangat diperlukan di berbagai industri, seperti konstruksi, manufaktur, teknologi, energi, dan lainnya. Mereka bertanggung jawab untuk merancang, mengembangkan, dan memelihara berbagai sistem dan infrastruktur yang vital bagi kemajuan masyarakat. Selain itu, dengan kemajuan teknologi yang terus berkembang, permintaan untuk insinyur yang terampil dan inovatif terus meningkat, sehingga membuka peluang karir yang luas di masa depan.",0.7,0.2,0.2,0.1,0.1,0.1,0.2,0.5,0.2,0.1,0.4,0.2,0.3,0.2,0.2,0.2,0.2,0.2,1
11,TEKNIK INDUSTRI,Technician,"Teknisi adalah seseorang yang memiliki keahlian dalam memperbaiki dan merawat peralatan elektronik, mesin, atau perangkat keras lainnya. Prospek kerja bagi seorang teknisi cukup baik karena banyak perusahaan dan industri yang membutuhkan tenaga ahli dalam bidang teknologi dan permesinan. Dengan perkembangan teknologi yang terus berkembang, permintaan akan teknisi juga semakin meningkat. Kesempatan untuk bekerja di berbagai sektor seperti industri, jasa, teknologi informasi, dan kesehatan membuat profesi teknisi menjadi pilihan yang menjanjikan bagi para pencari kerja.",0.7,0.2,0.2,0.1,0.1,0.1,0.2,0.5,0.2,0.1,0.4,0.2,0.3,0.2,0.2,0.2,0.2,0.2,1
11,TEKNIK INDUSTRI,Industrial Designer,"Industrial Designer adalah profesi yang bertanggung jawab untuk merancang produk-produk industri seperti peralatan rumah tangga, peralatan elektronik, kendaraan, furnitur, alat-alat medis, dan lain sebagainya. Mereka harus memahami kebutuhan pasar, trend industri, dan teknologi terbaru untuk menciptakan desain yang fungsional, estetis, dan inovatif. Prospek kerja untuk Industrial Designer cukup baik karena permintaan akan produk-produk berkualitas terus meningkat, sehingga banyak perusahaan yang membutuhkan jasa desainer industri untuk membantu menciptakan produk-produk yang dapat bersaing di pasar. Selain itu, dengan perkembangan teknologi dan kecanggihan material, peluang kerja untuk Industrial Designer juga semakin terbuka luas.",0.7,0.2,0.2,0.1,0.1,0.1,0.2,0.5,0.2,0.1,0.4,0.2,0.3,0.2,0.2,0.2,0.2,0.2,1
12,TEKNIK MESIN,Engineer,"Seorang insinyur memiliki prospek kerja yang cerah karena mereka memiliki keterampilan teknis yang sangat diperlukan di berbagai industri, seperti konstruksi, manufaktur, teknologi, energi, dan lainnya. Mereka bertanggung jawab untuk merancang, mengembangkan, dan memelihara berbagai sistem dan infrastruktur yang vital bagi kemajuan masyarakat. Selain itu, dengan kemajuan teknologi yang terus berkembang, permintaan untuk insinyur yang terampil dan inovatif terus meningkat, sehingga membuka peluang karir yang luas di masa depan.",0.5,0.4,0.9,0.1,0.1,0.1,0.1,0.3,0.3,0,0.1,0.2,0.1,0.2,0.2,0.1,0.1,0.2,3
12,TEKNIK MESIN,Maintenance technician,"Maintenance technician bertanggung jawab untuk merawat, memperbaiki, dan menjaga peralatan, mesin, dan fasilitas di sebuah perusahaan atau organisasi. Mereka juga melakukan pemeriksaan rutin, pemeliharaan preventif, dan perbaikan segera jika terjadi kerusakan. Prospek kerja untuk maintenance technician cukup baik karena banyak perusahaan membutuhkan tenaga ahli dalam hal pemeliharaan dan perbaikan peralatan mereka. Dengan kemajuan teknologi, permintaan untuk maintenance technician juga terus meningkat sehingga memberikan peluang karir yang baik bagi para profesional di bidang ini.",0.5,0.4,0.9,0.1,0.1,0.1,0.1,0.3,0.3,0,0.1,0.2,0.1,0.2,0.2,0.1,0.1,0.2,3
12,TEKNIK MESIN,Automotive engineer,"Seorang insinyur otomotif bertanggung jawab untuk merancang, mengembangkan, dan menguji komponen otomotif seperti mesin, sasis, dan sistem elektronik. Mereka bekerja dalam industri otomotif untuk mengembangkan teknologi baru, meningkatkan efisiensi dan kinerja kendaraan, serta memastikan keselamatan pengguna. Prospek karir untuk seorang insinyur otomotif sangat cerah dengan pertumbuhan industri otomotif yang terus berkembang dan permintaan akan teknologi otomotif yang inovatif dan ramah lingkungan.",0.5,0.4,0.9,0.1,0.1,0.1,0.1,0.3,0.3,0,0.1,0.2,0.1,0.2,0.2,0.1,0.1,0.2,3
13,GIZI,Konsultan Gizi,"Seorang konsultan gizi adalah profesional yang memberikan saran dan bimbingan mengenai pola makan dan gaya hidup sehat kepada individu, kelompok, atau organisasi. Tugas utama mereka mencakup evaluasi kebutuhan gizi klien, perencanaan program diet yang disesuaikan, memberikan bimbingan dan konseling berkelanjutan, serta edukasi tentang prinsip-prinsip dasar gizi. Mereka memantau kemajuan klien, mengevaluasi efektivitas program, dan melakukan penyesuaian jika diperlukan. Konsultan gizi juga sering bekerja sama dengan profesional kesehatan lain untuk memastikan pendekatan holistik dalam perawatan klien. Keterampilan yang diperlukan termasuk pengetahuan mendalam tentang ilmu gizi, kemampuan komunikasi yang baik, dan keterampilan konseling.",0.3,0.3,0.1,0.1,0.7,0.3,0.1,0.2,0.1,0.1,0.1,0.1,0.2,0.8,0.1,0.2,0.1,0.1,14
13,GIZI,Penyuluh Gizi,"Seorang penyuluh gizi adalah profesional yang bertanggung jawab untuk memberikan edukasi, informasi, dan bimbingan kepada masyarakat tentang pentingnya gizi seimbang dan gaya hidup sehat. Mereka bekerja di berbagai setting, termasuk program kesehatan masyarakat, klinik kesehatan, organisasi non-profit, atau instansi pemerintah. Tugas utama mereka meliputi mengidentifikasi masalah gizi dalam komunitas, menyusun dan menyampaikan program edukasi tentang pilihan makanan sehat, menyusun rencana diet yang sesuai dengan kebutuhan individu atau kelompok, serta memberikan dukungan dan motivasi untuk mempraktikkan pola makan sehat. Selain itu, penyuluh gizi juga sering kali melakukan pemantauan dan evaluasi terhadap efektivitas program yang mereka jalankan, serta berkolaborasi dengan berbagai pihak seperti petugas kesehatan, pendidik, dan stakeholder lokal untuk meningkatkan kesadaran dan perilaku gizi masyarakat. Keterampilan yang diperlukan termasuk kemampuan komunikasi yang efektif, pemahaman yang mendalam tentang gizi dan nutrisi, serta kemampuan untuk bekerja dengan berbagai kelompok masyarakat.",0.3,0.3,0.1,0.1,0.7,0.3,0.1,0.2,0.1,0.1,0.1,0.1,0.2,0.8,0.1,0.2,0.1,0.1,14
